doc_id,company,product,report_type,audit_period,auditor,opinion,hq,signing_authority,extraction_method,page_count,score_overall,score_infrastructure,score_app_architecture,score_data_layer,score_security,score_devops,score_bcdr,score_vendor_diversity,cloud_provider,regions,availability_zones,additional_cloud,serverless,cdn,has_vpc,has_waf,has_firewall,has_ids_ips,has_vpn,has_tls,multi_region,topology,arch_pattern,languages,frameworks,compute,branch_protection,databases,caching,backup_frequency,multi_az,per_tenant_segregation,identity_provider,has_mfa,has_rbac,quarterly_reviews,has_vuln_scanning,has_pen_testing,has_server_hardening,has_cyber_insurance,has_bcdr_policy,annual_dr_testing,daily_backups,controls_tested,exceptions,vendor_count,red_flag_count,yellow_flag_count,green_flag_count,system_overview,has_report,has_diagram,cloud,type
1i_oTf455tiRixbdex_YUATqQWHwOfpPvFsh5u-Z3zgY,"FullyRamped, Inc.",Unknown,SOC 2 Type 2,"February 25, 2025- May 25th, 2025",Accorp Partners,"Unqualified - In our opinion, in all material respects: (a) the description fairly presents the system throughout the period, (b) controls were suitably designed to provide reasonable assurance, and (c) controls operated effectively throughout the period.","2261 Market Street Unit 10595 San Francisco, CA 94114","Management of FullyRamped, Inc.",vision,80,,,,,,,,,AWS,[],,[],[],,True,False,False,False,False,False,False,"Network diagram of production AWS account shows: External Client connects to AWS Load Balancer. Load Balancer routes traffic to three EC2 instance groups: Dashboard EC2, Voice EC2, and Voice Auth EC2. Dashboard EC2 connects to RDS, SQS, S3, and Redis. Voice EC2 connects to Redis and S3. Voice Auth EC2 connects to Redis. AWS Lambda has bidirectional connection with S3. All components located within AWS environment.",,[],[],[],False,"[""databases"", ""RDS"", ""Redis"", ""S3"", ""databases supporting the application"", ""database accounts"", ""production database""]",[],,False,False,,True,True,False,False,False,False,False,True,True,True,80,0,5,0,0,0,"Scaling The Future of Enablement FullyRamped: AI sales role play, training, and coaching FullyRamped Platform provides AI role play and training solution using voice AI. Core services include: 1) AI Role-Play Simulations - realistic voice-based simulations with AI-generated Practice Prospects for cold calling, objection handling, and discovery calls; 2) AI Scorecards, Feedback and Analytics - AI-driven feedback on performance metrics (tone, pacing, response effectiveness) with detailed analytics",True,False,AWS,Type 2
1WMM1ENk_lPFB72BibygtXeuxyXSxDFFWxBKTCr0CyDg,Edexia Inc,Unknown,SOC 2 Type 2,"March 19, 2025 - June 19, 2025",Accorp Partners,"In our opinion, in all material respects, based on the description criteria described in Edexia assertion and the applicable trust services criteria: a) The description fairly presents the system throughout the period March 19, 2025 - June 19, 2025; b) The controls stated in the description were suitably designed to provide reasonable assurance that the applicable trust services criteria would be met; c) The controls operated effectively to provide reasonable assurance that the applicable trust services criteria were met throughout the period March 19, 2025 - June 19, 2025.","1395 22nd Street, California 94107",Accorp Partners CPA LLC,vision,80,,,,,,,,,GCP,[],,[],[],,False,False,False,False,False,False,False,"A formal network diagram outlining boundary protection mechanisms (e.g., firewalls, IDS, etc.) is maintained for all network connections and reviewed annually by IT management. The company and its customers' access is appropriately segmented from other customer accounts. Encryption technologies protect communication and transmission of data over public networks.",,[],[],[],False,"[""databases (generic reference)"", ""databases"", ""tables"", ""databases supporting the application"", ""database accounts"", ""production database""]",[],,False,False,,True,True,False,False,False,False,False,True,True,True,80,0,11,0,0,0,"Edexia provides AI assisted grading for teachers, saving them time while still providing them with transparency and oversight. Edexia provides AI assisted grading for teachers, saving them time while still providing them with transparency and oversight. This page outlines the required components for a SOC 2 system description under SSAE 21 standards: (1) Types of services provided, (2) System components including Infrastructure (facilities, computers, equipment, mobile devices, telecommunication",True,True,GCP,Type 2
1wh1UNMitTQgb0RPpcTFowiiDWH1fa1VZ3VzqcOOlS9o,"Aaru, Inc.",Unknown,SOC 2 Type 2,"February 15, 2025-May 15, 2025",Accorp Partners,"In our opinion, in all material respects, based on the description criteria described in Aaru assertion and the applicable trust services criteria:","213 W 23rd St, Apt 8N, New York, NY 10011",Cameron Fink,vision,79,,,,,,,,,AWS,[],,[],[],,True,False,False,False,False,False,False,"Three-tier architecture with Vercel-hosted frontends (Platform, Internal, Public), Render-hosted backend services (Platform API, Internal API, Authentication Server), Neon database, Redis session storage on Render, S3 blob storage. Developer environment connects through Decelerate LLM Proxy to external AI services (OpenAI, OpenRouter) and Axiom observability.",,[],[],[],False,"[""databases"", ""database"", ""Neon"", ""Redis"", ""S3 Blob Storage"", ""databases supporting the application"", ""production database""]",[],,False,False,,True,True,False,False,False,False,False,True,True,True,74,0,14,0,0,0,"""Rethinking The Science of Prediction"" System titled 'Rethinking The Science of Prediction'. Components: Infrastructure (physical structures, IT, hardware, facilities, computers, equipment, mobile devices, telecommunications networks), Software (application programs, IT system software, operating systems, middleware, utilities), People (developers, operators, entity users, vendor personnel, managers), Procedures (automated and manual), and Data (transaction streams, files, databases, tables, out",True,False,AWS,Type 2
1UlYwLdWKaFVvtV9EzwZxabwXe3AGCv67pVI6ojqiH8s,Sieve Inc.,Unknown,SOC 2 Type 2,"February 15th, 2025 - May 15th, 2025",Accorp Partners,"In our opinion, in all material respects, based on the description criteria described in Sieve assertion and the applicable trust services criteria:",,Management of Sieve Inc.,vision,78,,,,,,,,,GCP (Google Cloud Platform),[],,[],[],,True,False,False,False,False,False,False,"System firewalls are configured on the application gateway and production network to limit unnecessary ports, protocols and services. Firewall rules are reviewed on an annual basis by IT management.",,[],[],[],False,"[""databases"", ""database"", ""databases supporting the application"", ""database accounts"", ""production database""]",[],,False,False,,True,True,False,False,False,False,False,True,True,True,79,0,7,0,0,0,"Video AI for Developers System titled 'Video AI for Developers'. Components include: a) Infrastructure (physical structures, IT, hardware, facilities, computers, equipment, mobile devices, telecommunications networks), b) Software (application programs, IT system software, operating systems, middleware, utilities), c) People (personnel involved in governance, operation, and use), d) Procedures (automated and manual), e) Data (transaction streams, files, databases, tables, output). Sieve, Inc. is",True,False,GCP,Type 2
1xWiFPjtqhrCGfqqxK28KmqkPR7jow9ZJ3EX1LwETMcI,"Composite Sciences, Inc.",Unknown,SOC 2 Type 2,"February 15, 2025-May 15, 2025",Accorp Partners,"Unqualified - In our opinion, in all material respects, based on the description criteria described in Composite assertion and the applicable trust services criteria: a) The description fairly presents the system; b) The controls were suitably designed; c) The controls operated effectively","164 Townsend St., Unit 10, San Francisco, CA 94107","Management of Composite Sciences, Inc.",vision,80,,,,,,,,,AWS,[],,[],[],,True,False,False,False,False,False,False,"Multi-VPC AWS architecture with private subnets and NAT Gateways for outbound connectivity. First VPC contains Amazon Bedrock. Second VPC contains application tier (API Gateway, three Lambda services, ElastiCache, S3). Amazon CloudFront serves as CDN with AWS WAF. Security monitoring via Amazon Inspector and GuardDuty. Cloudflare edge infrastructure with Proxy Worker routing logic (cache hit/miss flows to KV Store Cache or D1 Auth User Store), WAF protection, and external API integrations.",,[],[],[],False,"[""databases"", ""transaction streams"", ""files"", ""tables"", ""Amazon ElastiCache"", ""Amazon S3"", ""D1 Metering Store"", ""D1 Auth User Store"", ""KV Store Cache"", ""Active Directory"", ""database accounts"", ""production database""]",[],,False,False,,True,True,False,False,False,False,False,True,True,True,81,0,9,0,0,0,"Independent Service Auditors' Report on Management's Description of a Service Organization's System Relevant to Security and the Suitability of the Design and Operating Effectiveness of Controls Composite Workbench Platform - contains information about types of services provided, infrastructure (physical structures, IT, hardware, facilities, computers, equipment, mobile devices, telecommunications networks), software (application programs, operating systems, middleware, utilities), and people (d",True,False,AWS,Type 2
1Q_EpQ1f63t-u--LAQDKrb53YG3iHgQqCllTgZiUVnIM,ZeroPath Corp.,Unknown,SOC 2 Type 2,"January 15, 2025 - April 15, 2025",Accorp Partners,"Unqualified opinion - In our opinion, in all material respects, the description fairly presents the system throughout the period January 15, 2025 - April 15, 2025; controls were suitably designed to provide reasonable assurance that applicable trust services criteria would be met; and controls operated effectively throughout the period.","2261 Market Street STE 10797 San Francisco, CA 94114",nathan@zeropath.com,vision,79,,,,,,,,,Digital Ocean,[],,[],[],,True,False,False,False,False,False,False,Virtual Private Cloud (VPC) environment protecting network from unauthorized external access. Segmented VPCs with Access Control Lists (ACLs). IDS and IPS via Digital Ocean GuardDuty. Remote access through bastion host with VPN. TLS encryption for user requests.,,[],[],[],False,"[""databases"", ""tables"", ""Managed Postgres"", ""Managed Redis"", ""production database""]",[],,False,False,,True,True,False,False,False,False,False,True,True,True,77,0,7,0,0,0,"System titled 'ZeroPath Platform' (description) throughout the period January 15, 2025 - April 15, 2025. Based on trust service criteria for Security, Availability, Processing Integrity, Confidentiality and Privacy set forth in TSP Section 100, 2017. ZeroPath Platform - System components include: a) Infrastructure (physical structures, IT, hardware, facilities, computers, equipment, mobile devices, telecommunications networks); b) Software (application programs, operating systems, middleware, ut",True,True,Other,Type 2
1vSXvre6uB-JfgR68iUVeYhQi5N3dryRxWSJSX4m7hI0,GriffinScribe LLC D.B.A Recap Innovations LLC,Unknown,SOC 2 Type 2,"February 15, 2025 - May 15, 2025",Accorp Partners,"Unqualified opinion: a) Description fairly presents the system throughout the period February 15, 2025 - May 15, 2025; b) Controls were suitably designed to provide reasonable assurance that applicable trust services criteria would be met; c) Controls operated effectively throughout the period February 15, 2025 - May 15, 2025","1717 N. Exchange Park Rd. Unit 201 Lehi, UT 84043",Management,vision,80,,,,,,,,,GCP,[],,[],[],,False,False,False,False,False,False,False,"External access via Internet from Web Users, Mobile Clients, API Clients, Platform Integrations (eg Kaltura, YouTube, Google Drive), and Webhook Sources from Trusted 3rd Parties. Frontend Infrastructure includes Cloudflare CDN and security layer with DDoS Protection, WAF, and SSL Termination. Backend utilizes Google Cloud Load Balancer with automated scaling and health checks. CORS implementation with strict domain allowlisting for cross-origin requests.",,[],[],[],False,"[""databases"", ""tables"", ""database"", ""databases supporting the application"", ""production database""]",[],,False,False,,True,True,False,False,False,False,False,True,True,False,79,0,13,0,0,0,"AI-Powered Transcription, Translation, Captions, Audio Descriptions and Voiceovers AI-Powered Transcription, Translation, Captions, Audio Descriptions and Voiceovers GriffinScribe LLC DBA Recap Innovations LLC provides an AI-automated video compliance platform designed to help companies achieve and maintain video compliance with various frameworks such as ADA Title II, Section 504/508, WCAG 2, and the European Accessibility Act. The platform leverages AI to automate transcription and closed capt",True,False,GCP,Type 2
1AaqAm4q9_wCRm_zyi8FT4rwZUORehRsIpiOuOlGltP4,"Wispr AI, Inc.",Unknown,SOC 2 Type 2,"February 15th, 2025 - May 15th, 2025",Accorp Partners,"Unqualified - In our opinion, in all material respects, based on the description criteria described in Wispr Flow assertion and the applicable trust services criteria: a) The description fairly presents the system throughout the period; b) The controls were suitably designed to provide reasonable assurance; c) The controls operated effectively to provide reasonable assurance",,"Management of Wispr AI, Inc.",vision,78,,,,,,,,,AWS,[],,[],[],,True,False,False,False,False,False,False,"Multi-VPC topology with VPC peering/connectivity between vpc-4dd2a230 and fastapi-vpc-vpc. Ingress traffic enters via API Gateway and ALB (fastapi-alb). WebSocket architecture implemented through API Gateway with dedicated Lambda handlers (websocket-connect, websocket-disconnect, default-websocket). Direct connectivity from api-flow Lambda to multiple data stores including platform-db and pgcopysdb. FlowVoice components (flowvoice/backend, flow-server/websocket) integrated with database connectivity layer.",,[],[],[],False,"[""databases"", ""tables"", ""usage-database"", ""main-db"", ""pgcopysdb"", ""platform-db"", ""db-cache"", ""databases supporting the application"", ""databases (referenced in access control context)"", ""production database""]",[],,False,False,,True,True,False,False,False,False,False,True,True,True,79,0,4,0,0,0,"Wispr Flow AI (also referred to as Wispr Flow) - system examined based on Description Criteria DC Section 200 2018 and TSP Section 100, 2017 Trust Services Principles and Criteria for Security, Availability, Processing Integrity, Confidentiality and Privacy Management assertion for Wispr Flow AI system covering February 15th, 2025 - May 15th, 2025. System components include: a) Infrastructure (physical structures, IT, hardware, facilities, computers, equipment, mobile devices, telecommunications",True,True,AWS,Type 2
1MXShBaCZnqSz8S9t5hureGWaaooYtd5iP985F-Ps06g,Refine Technology Inc,Unknown,SOC 2 Type 2,"February 15th, 2025 - May 15th, 2025",ACCORP PARTNERS,"Unqualified opinion - In all material respects: a) Description fairly presents the system, b) Controls suitably designed, c) Controls operated effectively throughout the period",,,vision,81,,,,,,,,,GCP (Google Cloud Platform),[],,[],[],,True,False,False,False,False,False,False,Hosted in GCP in a virtual private cloud (VPC) environment which protects the network from unauthorized external access. Network topology includes segmented VPCs and access control lists (ACLs). IDS and IPS via GCP GuardDuty to identify and protect against threats. User requests encrypted using Transport Layer Security (TLS) using certificates from established third-party certificate authority. Remote access done through bastion host with virtual private network (VPN).,,[],[],[],False,"[""databases"", ""database"", ""databases supporting the application"", ""production database""]",[],,False,False,,True,True,False,False,False,False,False,True,True,True,79,0,13,0,0,0,"System titled 'Refine' - description examined throughout the audit period based on Description Criteria DC Section 200 2018. Section 5 contains 'Other Information Provided by Refine' including business continuity planning (not subjected to examination procedures). System titled 'Refine' throughout the period February 15th, 2025 - May 15th, 2025. The description is intended to provide users with information about the 'Refine' that may be useful when assessing the risks arising from interactions w",True,False,GCP,Type 2
1hw2MeCxGCd_IRz51P4L-EKbuip28EIV3fYl_fj-aSmg,FullyRamped,Unknown,SOC 2 Type 2,"February 25, 2025- May 25th, 2025",Accorp Partners,Unqualified - In all material respects: (a) the description fairly presents the system throughout the period; (b) controls were suitably designed to provide reasonable assurance; (c) controls operated effectively throughout the period,[Company Address],,vision,80,,,,,,,,,AWS,[],,[],[],,True,False,False,False,False,False,False,"Multi-AZ AWS architecture with Internet connectivity via Internet Gateways. VPC VPN Connections for secure access. Three availability zones with private subnets containing Prod HA, Dev, Test, D con, and Prod HR instances. IP Sec VPN Tunnels connecting to on-premise controllers (main and backup), iOS devices, and Sub Power systems.",,[],[],[],False,"[""databases"", ""databases supporting the application"", ""production database""]",[],,False,False,,True,True,False,False,False,False,False,True,True,True,79,0,8,0,0,0,"Scaling The Future of Enablement The applicable trust services criteria. The risks that may threaten the achievement of the applicable trust services criteria and how controls address those risks. This report is not intended to be and should not be used by anyone other than these specified parties. System titled 'Scaling The Future of Enablement'. Components include: a) Infrastructure - physical structures, IT facilities, computers, equipment, mobile devices, telecommunications networks; b) Soft",True,True,AWS,Type 2
10wA1u1xUjY2-FUzGb-UqErNr2GCFC2K4cgH4BqU1nzI,Doe,"Doe Labs, Corp.",SOC 2 Type 2,"July 25, 2025 - October 25, 2025",Accorp Partners,Unqualified opinion - The description fairly presents the system that was designed and implemented; controls were suitably designed to provide reasonable assurance; controls operated effectively throughout the period,"San Francisco, CA",CEO/Management,vision,81,,,,,,,,,AWS,[],,[],[],,False,False,False,False,False,False,False,"Network flow: External users via NameCheap DNS delegation to Route 53. Security layer includes AWS WAF (protects frontend and backend), GuardDuty (monitors threats), and IAM Identity Center (manages access). AWS Amplify App serves static assets to ALB which routes traffic to ECS Fargate containers. ECS Fargate retrieves secrets from Secrets Manager and stores data in S3 Buckets. AWS Backup handles backup configuration. Remote access via bastion host with VPN. CloudWatch monitors infrastructure components.",,[],[],[],False,"[""databases"", ""database"", ""database accounts"", ""databases supporting the application"", ""network"", ""servers supporting the application"", ""production database""]",[],,False,False,,True,True,False,False,False,False,False,True,True,True,80,0,12,0,0,0,"Building the AI platform for dental groups Building the AI platform for dental groups AI-driven operational intelligence and compliance automation platform designed for private equity-backed, multi-site healthcare organizations (Dental Service Organizations/DSOs). Automates compliance management, procurement workflows, supply chain oversight, financial modeling, and corporate knowledge management. Integrates with clients' existing enterprise systems (ERP, practice management software, supplier c",True,False,AWS,Type 2
1qaIgoDZ6mGmouSYAYd1XmNQHNaPJ8Pom1sve7dUk-00,"Entangl, Inc.",Unknown,SOC 2 Type 2,"February 15th, 2025 - May 15th, 2025",Accorp Partners,"Unqualified opinion - description fairly presents the system, controls were suitably designed, and controls operated effectively throughout the period","164 Townsend Street, San Francisco, CA",Accorp Partners CPA LLC,vision,82,,,,,,,,,AWS,[],,[],[],,True,False,False,False,False,False,False,"VPC with 2 private subnets in separate availability zones. Public Internet access for frontend. External Staff access. excel Instance security group (firewall) and subnet: Allow all outbound, deny all inbound, Allow RDP inbound from whitelisted staff IPs. neo4j Instance security group (firewall) and subnet: Allow all outbound, deny all inbound, Allow Neo4j inbound from whitelisted staff IPs. NAT Gateway: Allow all outbound. Application Load Balancer security group: Allow HTTP(s) inbound from any.",,[],[],[],False,"[""databases mentioned as component category"", ""database"", ""PostgreSQL"", ""neo4j"", ""databases supporting the application"", ""databases"", ""production database""]",[],,False,False,,True,True,False,False,False,False,False,True,True,True,82,0,30,0,0,0,"System titled ""Entangl"" - description examined throughout the audit period based on Description Criteria DC Section 200 2018. The service organization's system is described in the assertion. Specific controls tested are presented in Section 4 titled 'Independent Service Auditors' Description of Test of Controls and Results' Management assertion that the description fairly presents the 'Entangl' system for the period February 15th, 2025 - May 15th, 2025. The system description includes: types of ",True,True,AWS,Type 2
132EjoS0RWVJyI-pf2BGY311kGR5bPaUcdttNku6mBj8,test,Unknown,SOC 2 Type 2,test,Accorp Partners,"In our opinion, in all material respects, based on the description criteria described in test assertion and the applicable trust services criteria:",[Company Address],,vision,80,,,,,,,,,GCP,[],,[],[],,True,False,False,False,False,False,False,"Network firewalls are implemented, configured, and managed to control and monitor incoming and outgoing network traffic based on predetermined security rules. Firewall access is restricted to authorized personnel to ensure that only approved individuals can modify firewall settings and rules.",,[],[],[],False,"[""databases"", ""tables"", ""database"", ""production database""]",[],,False,False,,True,True,False,False,False,False,False,True,True,True,79,0,11,0,0,0,"test description of the system titled ""test"" (description) throughout the period test test uses GCP as a subservice organization. The system components include: Infrastructure (physical structures, IT, hardware, facilities, computers, equipment, mobile devices, telecommunications networks), Software (application programs, operating systems, middleware, utilities), People (developers, operators, entity users, vendor personnel, managers), Procedures (automated and manual), and Data (transaction st",True,True,GCP,Type 2
1djcSdhC5Ze_UwJTbRB64mM5AvWJhdk-fzJpbZcJgTEQ,Sadie Technology Limited,Sadie - an AI call receptionist platform,SOC 2 Type 1,"As of May 1, 2025",Accorp Partners (acccorp),unqualified,"Ten Earlsfort Terrace, Dublin 2, D02 T380, Ireland","Michel Bourassa, CEO",vision-single,30,,,,,,,,,Amazon Web Services (AWS),"[""Multiple availability zones in AWS""]",Multiple availability zones utilized for high availability,"[""Vercel (for frontend/hosting)"", ""Cloudflare (CDN/Gateway)""]","[""AWS Lambda"", ""Amazon ECS Anywhere""]",Cloudflare,True,True,True,True,True,True,False,"VPC environment with segmented VPCs and access control lists (ACLs). User traffic flows through Cloudflare Gateway and Vercel to AWS infrastructure. Twilio, VAPI Cloud, and Supabase integrated as external services.","Cloud-native, microservices using containers",[],[],"[""AWS Lambda (serverless functions)"", ""Amazon ECS Anywhere (container orchestration)"", ""Amazon Elastic Container Registry (ECR)""]",True,"[""Amazon RDS"", ""Amazon DynamoDB""]","[""Amazon MemoryDB for Redis""]",Routine backup of critical information assets via AWS Backup,True,False,,True,True,False,True,True,True,False,True,False,True,0,0,7,0,3,7,"AI-powered virtual receptionist platform that automates and optimizes inbound call handling for businesses using natural language processing, speech recognition, and decision-making models. Handles incoming calls, facilitates bookings, answers FAQs, performs intelligent call routing, and manages routine customer interactions without human intervention.",True,False,AWS,Type 1
1UXustmrPwoTGeVz8Kk3BzgBF3gz7-ghgapZbdTfo9E8,Varos Corporation,Varos AI Platform,SOC 2 Type 1,"As of September 11, 2025",Accorp Partners (PAC-FIRM-LIC-47383),unqualified,No physical offices - fully remote/cloud-based,"Lior Chen, CTO",vision-single,30,,,,,,,,,Amazon Web Services (AWS),"[""Multiple availability zones within AWS (specific region not specified)""]",Multiple availability zones with failover capabilities,[],[],CloudFront,True,True,True,True,True,True,False,VPC environment with segmented public and private subnets across multiple availability zones. Internet-facing traffic routes through Route 53 -> CloudFront -> WAF -> ALB -> EC2 instances in public subnets. Database tier (Multi-AZ RDS) resides in private subnets. Direct Connect/VPN access through bastion host.,Multi-tier web application with load balancing,[],[],"[""EC2 instances"", ""Application Load Balancer (ALB)""]",True,"[""Amazon RDS (Multi-AZ with Automated Failover)"", ""Platform DB"", ""Assistant DB"", ""Research DB""]",[],Daily backups,True,False,Internal authentication system with unique login IDs,True,True,True,True,False,True,False,True,True,True,0,0,1,0,4,9,"Varos builds AI agents that act as Senior Business Analysts, conducting intelligent voice/text-based interviews to capture institutional knowledge. The system transforms 90% of company knowledge trapped in employees' heads into an organized, accessible knowledge base through AI-powered micro-interviews, replacing expensive consultants and business analysts with AI - delivering 10x faster, better, and cheaper results.",True,False,AWS,Type 1
1bbFXCo5Otnsd0pjBL6NF-MbPluZeKE6NgprqZskziPg,"Olive Financial, Inc.",Olive - AI-powered internal tool builder,SOC 2 Type 1,"As of May 1, 2025",Accorp Partners (ACCORP),unqualified,"2261 Market Street, STE 10960, San Francisco, CA 94114 US","Bardia Safari, CEO",vision-single,30,,,,,,,,,Amazon Web Services (AWS),"[""AWS (specific regions not specified)""]",Multiple availability zones,[],"[""AWS Lambda"", ""ECS"", ""API Gateway""]",Amazon CloudFront,True,True,True,True,True,True,True,Segmented VPCs with access control lists. User requests encrypted via TLS. Remote access through bastion host with VPN. Production servers maintain failover capabilities across multiple availability zones in high availability data centers.,Cloud-native microservices/serverless,[],[],"[""AWS Lambda"", ""Amazon ECS"", ""EC2""]",True,"[""Amazon RDS"", ""Amazon ElastiCache (Redis)""]","[""ElastiCache""]",Daily,True,False,AWS IAM,True,True,True,True,True,True,False,True,True,True,0,0,1,0,4,8,"An AI-native company that helps companies build internal tools with natural language. The platform streamlines the creation of data-driven tools and dashboards, allowing teams to leverage existing data sources securely using natural language processing to automatically generate functional internal tools.",True,False,AWS,Type 1
1dVzba9n4BJ7po3fuEJpGfsAF6bvETM-UQmD5ETqN0z0,"Judgement, Inc",Judgment Labs - Post-building platform for AI agents,SOC 2 Type 1,"As of April 15, 2025",ACCORP PARTNERS,unqualified,No physical offices - fully cloud-based,"Joseph Camyre, CTO",vision-single,30,,,,,,,,,AWS (Amazon Web Services),"[""us-west-1 (implied from diagram)""]",Multiple availability zones used for high availability,[],"[""AWS Lambda"", ""Amazon Q""]",Not specified,True,False,True,True,True,True,False,"Traffic flows through Application Load Balancers (ALB) to ECS services. Segmented VPCs with access control lists (ACLs). Integration with GitHub for CI/CD triggers. Multiple ECS services including judgment-server, judgment-websocket, osero-proxy-server, with supporting infrastructure using RabbitMQ, S3, and ElastiCache.",Microservices architecture using AWS ECS,"[""Python"", ""TypeScript""]","[""Pytest (for testing)""]","[""AWS ECS (Elastic Container Service)"", ""AWS Lambda"", ""AWS Fargate""]",True,"[""ElastiCache (Redis)"", ""Amazon S3 (object storage)"", ""RabbitMQ (message queue)""]","[""ElastiCache""]",Not specified - failover capabilities maintained,True,False,Internal system (implied),True,True,False,True,True,True,False,True,False,False,0,0,2,1,4,7,"Judgment Labs is creating the world's first post-building layer for AI agents. The platform enables teams to rigorously validate and continuously optimize agent systems through state-of-the-art metrics grounded in research from Stanford and Berkeley AI. Features include deep tracing, real-time quality alerts, and quantitative experimentation to improve agent reliability at scale.",True,True,AWS,Type 1
1edM7V-R1igHmfmeeAMWsTrPZGCT2Kzl0hQeW-ofGf1Y,AirSplash Inc.,Origami,SOC 2 Type 2,"May 20, 2025 - August 20, 2025",Accorp Partners,unqualified,"1 Sutter St, San Francisco, CA, 94104","Rahul Chander, Chief Information Security Officer",vision-single,32,,,,,,,,,Amazon Web Services (AWS),"[""us-east-1"", ""us-west-1""]",Multiple availability zones across regions,[],"[""AWS Lambda"", ""Vercel Serverless Functions""]",Vercel Edge Network,True,True,True,True,True,True,True,"Multi-region AWS deployment with Render (us-east-1), Vercel (us-west-1 and us-east-1), Trigger.dev (us-east-1), Load Balancers, Container Registry, and Lambda functions; logical segmentation and network isolation between components",Microservices/Serverless,"[""Not explicitly stated - likely Node.js/TypeScript given Vercel/Render stack""]","[""Next.js (implied by Vercel hosting)""]","[""AWS EC2 (Render containers)"", ""AWS Lambda (serverless functions)"", ""Vercel Edge""]",True,"[""PostgreSQL (managed by Supabase)""]","[""Redis or similar (not explicitly stated but implied by Supabase offering)""]",Daily backups (via Supabase platform-level commitments),True,True,Clerk Auth (mentioned in network diagram),True,True,False,True,True,True,True,True,False,True,29,0,8,0,4,8,"AI agents to automate sales research - workflow generation platform designed to help companies automate sales tasks and track signals through their CRMs, leveraging AI to automate busywork usually taken on by Sales Representatives and Account Executives",True,False,AWS,Type 2
1oDTRsyqqEy5kXcP3l-W55jmEKvfeA3BH46ZcNm6O5-4,"Anypoint, Inc.",Pointer,SOC 2 Type 1,As of April 29th,Accorp Partners,unqualified,[Company Address],Not provided - template placeholder,vision-single,30,,,,,,,,,Amazon Web Services (AWS),"[""Multiple availability zones in AWS""]",Multiple availability zones with failover capabilities,"[""Vercel (for deployment)"", ""Cloudflare (WAF/CDN)""]",[],Cloudflare,True,True,True,True,True,True,False,"VPC environment with segmented VPCs and access control lists (ACLs). User requests flow through TLS-encrypted connections to web-based systems. Remote access via bastion host and VPN. Backend infrastructure includes Backend API, Redis Instance, AI Backend, and Worker Service deployed via Vercel and GitHub.",Cloud-native microservices architecture,[],[],"[""AWS EC2/virtual servers"", ""Vercel (for frontend/deployment)""]",True,"[""Redis Instance (caching/session storage)"", ""AWS RDS/Database services""]","[""Redis""]",Routine backup of critical information assets,True,False,Internal system with role-based access,True,True,False,True,True,True,False,True,False,False,0,0,4,5,5,10,"AI-automated compliance platform designed to help companies achieve and maintain compliance with various frameworks. The platform leverages AI to automate evidence gathering, perform continuous compliance monitoring, and includes features such as AI code scanning, infrastructure monitoring, automated security questionnaire completion, and access control management.",True,False,AWS,Type 1
1Zyktu1ya8b3wYxpkUxTTjmKG5s5_LpNGm_SCa_o3YQs,"Roo Code, Inc.",Roo Code Platform,SOC 2 Type II,"June 10, 2025 - September 10, 2025",Accorp Partners,unqualified,"98 Graceland Drive, San Rafael, CA 94901","Not completed - template placeholder 'Your Name Here', 'Signing Authority Name:', 'Designation:' fields highlighted",vision-single,32,,,,,,,,,"Vercel (primary hosting), AWS (database infrastructure)","[""Ohio (cle1)"", ""Virginia (iad1)"", ""San Francisco (sfo1)""]",Multiple availability zones utilized across Vercel infrastructure,"[""AWS us-east-2 Ohio (Supabase Primary)"", ""AWS us-west-1 N California (Supabase Read Replica)""]","[""Vercel Functions""]",Cloudflare,True,True,True,True,True,True,True,"User Browser → HTTPS → Cloudflare DNS/CDN/WAF → HTTPS → Vercel Edge Network (firewall rules) → IDS/IPS (Vercel managed) → Vercel Functions (distributed across cle1, iad1, sfo1) → TLS connections to Supabase (primary and read replica)",Serverless microservices,[],[],"[""Vercel Functions""]",False,"[""Supabase (PostgreSQL) - Primary in AWS us-east-2 Ohio"", ""Supabase Read Replica in AWS us-west-1 N California""]",[],Automated backups (Supabase Automated Backups),True,True,Clerk Auth Service,True,True,False,True,False,True,False,True,False,True,0,0,5,14,11,23,"Platform that enables high-leverage builders to orchestrate AI-driven product development. Technology company providing open-source, model-agnostic AI coding assistant running inside Visual Studio Code and optional enterprise cloud service extending the assistant with policy enforcement and usage analytics.",True,False,AWS,Type 2
